;DAY;WEEK;MONTH;YEAR;YEAR_MONTH;NUMSEG;NUMSILLON;CODSEG;ACTIF;LIBTYP;RESAOPEN;DATE_RES;STATUT_SNCF;CODSILLON;DSTFIN;NUMLIGNE;KMS;SENS;SERVICE;CLOSING;REF;DEP;ARR;CODLIGNE;DATCAL;HRE_DEP_MOD;HRE_ARR_MOD;IDCALJ;SEG_MOD;RESTRICT_LNG;EXCTRAIN;EXCSILLON;ENVOI_BULLETIN_COMPO;NUMMISDEP;RAME;RETDEP;RETARR
70;8;23;6;2019;06-2019;15564;75;30301;1;Arrivee;1;09-05-2019 00:00:00;3.0;30321;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;07-06-2019 22:00:00;08-06-2019 02:23:00;08-06-2019 02:59:00;09-06-2019 01:04:00;CAL-LB;2019-06-08;02:59:00;01:04:00;1986.0;3089.0;0.0;;75.0;;15584;B1 - H1 - H2;0.0;0.0
71;8;23;6;2019;06-2019;15564;75;30301;1;Arrivee;1;09-05-2019 00:00:00;3.0;30321;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;07-06-2019 22:00:00;08-06-2019 02:23:00;08-06-2019 02:59:00;09-06-2019 01:04:00;CAL-LB;2019-06-08;;;;;;;;;15584;B1 - H1 - H2;0.0;0.0
72;1;22;6;2019;06-2019;15594;380;BP-30101;1;Arrivee;1;02-05-2019 00:00:00;3.0;30101;PERPIGNAN;28;1020;0;BETTEMBOURG/PERPIGNAN-ROUSSILLON;31-05-2019 23:00:00;01-06-2019 04:01:00;01-06-2019 04:12:00;01-06-2019 17:59:00;BTG-PPN;2019-06-01;04:12:00;17:59:00;1979.0;14750.0;0.0;;380.0;3.0;15614;Rame Mixte 1 (1-20);10.0;0.0
73;1;22;6;2019;06-2019;15594;380;BP-30101;1;Arrivee;1;02-05-2019 00:00:00;3.0;30101;PERPIGNAN;28;1020;0;BETTEMBOURG/PERPIGNAN-ROUSSILLON;31-05-2019 23:00:00;01-06-2019 04:01:00;01-06-2019 04:12:00;01-06-2019 17:59:00;BTG-PPN;2019-06-01;;;;;;;;3.0;15614;Rame Mixte 1 (1-20);10.0;0.0
74;5;23;6;2019;06-2019;15596;380;BP-30101;1;Arrivee;1;06-05-2019 00:00:00;3.0;30101;PERPIGNAN;28;1020;0;BETTEMBOURG/PERPIGNAN-ROUSSILLON;04-06-2019 23:00:00;05-06-2019 04:00:00;05-06-2019 04:11:00;05-06-2019 18:44:00;BTG-PPN;2019-06-05;;;;;;;;3.0;15616;P (1-20);69.0;49.0
75;6;23;6;2019;06-2019;15597;380;BP-30101;1;Arrivee;1;07-05-2019 00:00:00;3.0;30101;PERPIGNAN;28;1020;0;BETTEMBOURG/PERPIGNAN-ROUSSILLON;05-06-2019 23:00:00;06-06-2019 04:00:00;06-06-2019 04:11:00;06-06-2019 18:44:00;BTG-PPN;2019-06-06;;;;;;;;3.0;15617;Rame Mixte 1 (1-20);4.0;0.0
76;7;23;6;2019;06-2019;15598;380;BP-30101;1;Arrivee;1;08-05-2019 00:00:00;3.0;30101;PERPIGNAN;28;1020;0;BETTEMBOURG/PERPIGNAN-ROUSSILLON;06-06-2019 23:00:00;07-06-2019 04:00:00;07-06-2019 04:11:00;07-06-2019 18:44:00;BTG-PPN;2019-06-07;;;;;;;;3.0;15618;P (1-20);24.0;25.0
77;8;23;6;2019;06-2019;15599;380;BP-30101;1;Arrivee;1;09-05-2019 00:00:00;3.0;30101;PERPIGNAN;28;1020;0;BETTEMBOURG/PERPIGNAN-ROUSSILLON;07-06-2019 23:00:00;08-06-2019 04:00:00;08-06-2019 04:11:00;08-06-2019 18:44:00;BTG-PPN;2019-06-08;;;;;;;;3.0;15619;Rame Mixte 1 (1-20);0.0;0.0
78;1;22;6;2019;06-2019;15625;410;BB-30101;1;Arrivee;1;02-05-2019 00:00:00;3.0;42186;BARCELONE;26;1220;0;BETTEMBOURG/BARCELONA;01-06-2019 00:30:00;01-06-2019 04:01:00;01-06-2019 04:12:00;02-06-2019 01:35:00;BTG-BCN;2019-06-01;04:12:00;01:35:00;1979.0;14751.0;0.0;;410.0;;15645;BCN4 (0-0) - CFL2 (1-12);10.0;0.0
79;1;22;6;2019;06-2019;15625;410;BB-30101;1;Arrivee;1;02-05-2019 00:00:00;3.0;42186;BARCELONE;26;1220;0;BETTEMBOURG/BARCELONA;01-06-2019 00:30:00;01-06-2019 04:01:00;01-06-2019 04:12:00;02-06-2019 01:35:00;BTG-BCN;2019-06-01;;;;;;;;;15645;BCN4 (0-0) - CFL2 (1-12);10.0;0.0
80;5;23;6;2019;06-2019;15627;410;BB-30101;1;Arrivee;1;06-05-2019 00:00:00;3.0;42186;BARCELONE;26;1220;0;BETTEMBOURG/BARCELONA;05-06-2019 00:00:00;05-06-2019 04:00:00;05-06-2019 04:11:00;06-06-2019 01:35:00;BTG-BCN;2019-06-05;04:11:00;01:35:00;1983.0;14751.0;0.0;;410.0;;15647;BCN2 (0-0) - U (1-12);69.0;0.0
81;5;23;6;2019;06-2019;15627;410;BB-30101;1;Arrivee;1;06-05-2019 00:00:00;3.0;42186;BARCELONE;26;1220;0;BETTEMBOURG/BARCELONA;05-06-2019 00:00:00;05-06-2019 04:00:00;05-06-2019 04:11:00;06-06-2019 01:35:00;BTG-BCN;2019-06-05;;;;;;;;;15647;BCN2 (0-0) - U (1-12);69.0;0.0
82;6;23;6;2019;06-2019;15628;412;BB-30101;1;Arrivee;1;07-05-2019 00:00:00;3.0;42182;BARCELONE;26;1220;0;BETTEMBOURG/BARCELONA;06-06-2019 00:00:00;06-06-2019 04:00:00;06-06-2019 04:11:00;07-06-2019 15:05:00;BTG-BCN;2019-06-06;;;;;;;;;15648;BCN4 (0-0) - CFL2 (1-12);4.0;11.0
83;7;23;6;2019;06-2019;15629;412;BB-30101;1;Arrivee;1;08-05-2019 00:00:00;3.0;42182;BARCELONE;26;1220;0;BETTEMBOURG/BARCELONA;07-06-2019 00:00:00;07-06-2019 04:00:00;07-06-2019 04:11:00;08-06-2019 15:05:00;BTG-BCN;2019-06-07;;;;;;;;;15649;11C (0-0) - CFL1 (1-12);24.0;0.0
84;8;23;6;2019;06-2019;15630;410;BB-30101;1;Arrivee;1;09-05-2019 00:00:00;3.0;42186;BARCELONE;26;1220;0;BETTEMBOURG/BARCELONA;08-06-2019 00:00:00;08-06-2019 04:00:00;08-06-2019 04:11:00;09-06-2019 01:35:00;BTG-BCN;2019-06-08;04:11:00;01:35:00;1986.0;14751.0;0.0;;410.0;;15650;BCN2 (0-0) - U (1-12);0.0;0.0
85;8;23;6;2019;06-2019;15630;410;BB-30101;1;Arrivee;1;09-05-2019 00:00:00;3.0;42186;BARCELONE;26;1220;0;BETTEMBOURG/BARCELONA;08-06-2019 00:00:00;08-06-2019 04:00:00;08-06-2019 04:11:00;09-06-2019 01:35:00;BTG-BCN;2019-06-08;;;;;;;;;15650;BCN2 (0-0) - U (1-12);0.0;0.0
86;2;22;6;2019;06-2019;15657;395;BB-30000;1;Arrivee;1;03-05-2019 00:00:00;3.0;42185;Perpignan;27;1220;1;BETTEMBOURG/BARCELONA;01-06-2019 11:30:00;02-06-2019 00:45:00;02-06-2019 03:45:00;03-06-2019 01:27:00;BCN-BTG;2019-06-02;03:45:00;01:27:00;1980.0;14752.0;0.0;;395.0;3.0;15677;BCN2 (0-0) - U (1-12);0.0;0.0
87;2;22;6;2019;06-2019;15657;395;BB-30000;1;Arrivee;1;03-05-2019 00:00:00;3.0;42185;Perpignan;27;1220;1;BETTEMBOURG/BARCELONA;01-06-2019 11:30:00;02-06-2019 00:45:00;02-06-2019 03:45:00;03-06-2019 01:27:00;BCN-BTG;2019-06-02;;;;;;;;3.0;15677;BCN2 (0-0) - U (1-12);0.0;0.0
88;4;23;6;2019;06-2019;15658;1;BB-30000;1;Arrivee;1;05-05-2019 00:00:00;3.0;30957;Perpignan;27;1220;1;BETTEMBOURG/BARCELONA;04-06-2019 16:30:00;04-06-2019 16:30:00;04-06-2019 19:30:00;05-06-2019 17:22:00;BCN-BTG;2019-06-04;19:30:00;17:22:00;1982.0;14752.0;0.0;;1.0;3.0;15678;BCN4 (0-0) - CFL2 (1-12);0.0;133.0
89;4;23;6;2019;06-2019;15658;1;BB-30000;1;Arrivee;1;05-05-2019 00:00:00;3.0;30957;Perpignan;27;1220;1;BETTEMBOURG/BARCELONA;04-06-2019 16:30:00;04-06-2019 16:30:00;04-06-2019 19:30:00;05-06-2019 17:22:00;BCN-BTG;2019-06-04;;;;;;;;3.0;15678;BCN4 (0-0) - CFL2 (1-12);0.0;133.0
90;5;23;6;2019;06-2019;15659;1;BB-30000;1;Arrivee;1;06-05-2019 00:00:00;3.0;30957;Perpignan;27;1220;1;BETTEMBOURG/BARCELONA;05-06-2019 16:30:00;05-06-2019 16:30:00;05-06-2019 19:30:00;06-06-2019 17:22:00;BCN-BTG;2019-06-05;19:30:00;17:22:00;1983.0;14752.0;0.0;;1.0;3.0;15679;11C (0-0) - CFL1 (1-12);0.0;16.0
91;5;23;6;2019;06-2019;15659;1;BB-30000;1;Arrivee;1;06-05-2019 00:00:00;3.0;30957;Perpignan;27;1220;1;BETTEMBOURG/BARCELONA;05-06-2019 16:30:00;05-06-2019 16:30:00;05-06-2019 19:30:00;06-06-2019 17:22:00;BCN-BTG;2019-06-05;;;;;;;;3.0;15679;11C (0-0) - CFL1 (1-12);0.0;16.0
92;6;23;6;2019;06-2019;15660;1;BB-30000;1;Arrivee;1;07-05-2019 00:00:00;3.0;30957;Perpignan;27;1220;1;BETTEMBOURG/BARCELONA;06-06-2019 16:30:00;06-06-2019 16:30:00;06-06-2019 19:30:00;07-06-2019 17:22:00;BCN-BTG;2019-06-06;19:30:00;17:22:00;1984.0;14752.0;0.0;;1.0;3.0;15680;BCN2 (0-0) - U (1-12);1.0;39.0
93;6;23;6;2019;06-2019;15660;1;BB-30000;1;Arrivee;1;07-05-2019 00:00:00;3.0;30957;Perpignan;27;1220;1;BETTEMBOURG/BARCELONA;06-06-2019 16:30:00;06-06-2019 16:30:00;06-06-2019 19:30:00;07-06-2019 17:22:00;BCN-BTG;2019-06-06;;;;;;;;3.0;15680;BCN2 (0-0) - U (1-12);1.0;39.0
94;2;22;6;2019;06-2019;15688;442;PB-30000;1;Arrivee;1;03-05-2019 00:00:00;3.0;30002;BETTEMBOURG;29;1020;1;BETTEMBOURG/PERPIGNAN-ROUSSILLON;01-06-2019 17:00:00;02-06-2019 10:13:00;02-06-2019 11:27:00;03-06-2019 01:27:00;PPN-BTG;2019-06-02;11:27:00;01:27:00;1980.0;14753.0;0.0;;442.0;3.0;15708;P (1-20);0.0;0.0
95;2;22;6;2019;06-2019;15688;442;PB-30000;1;Arrivee;1;03-05-2019 00:00:00;3.0;30002;BETTEMBOURG;29;1020;1;BETTEMBOURG/PERPIGNAN-ROUSSILLON;01-06-2019 17:00:00;02-06-2019 10:13:00;02-06-2019 11:27:00;03-06-2019 01:27:00;PPN-BTG;2019-06-02;;;;;;;;3.0;15708;P (1-20);0.0;0.0
96;5;23;6;2019;06-2019;15689;388;PB-30000;1;Arrivee;1;06-05-2019 00:00:00;3.0;30010;BETTEMBOURG;29;1020;1;BETTEMBOURG/PERPIGNAN-ROUSSILLON;04-06-2019 22:00:00;05-06-2019 02:58:00;05-06-2019 04:12:00;05-06-2019 17:22:00;PPN-BTG;2019-06-05;04:12:00;17:22:00;1983.0;14753.0;0.0;;388.0;3.0;15709;Rame Mixte 1 (1-20);12.0;32.0
97;5;23;6;2019;06-2019;15689;388;PB-30000;1;Arrivee;1;06-05-2019 00:00:00;3.0;30010;BETTEMBOURG;29;1020;1;BETTEMBOURG/PERPIGNAN-ROUSSILLON;04-06-2019 22:00:00;05-06-2019 02:58:00;05-06-2019 04:12:00;05-06-2019 17:22:00;PPN-BTG;2019-06-05;;;;;;;;3.0;15709;Rame Mixte 1 (1-20);12.0;32.0
98;6;23;6;2019;06-2019;15690;388;PB-30000;1;Arrivee;1;07-05-2019 00:00:00;3.0;30010;BETTEMBOURG;29;1020;1;BETTEMBOURG/PERPIGNAN-ROUSSILLON;05-06-2019 22:00:00;06-06-2019 02:58:00;06-06-2019 04:12:00;06-06-2019 17:22:00;PPN-BTG;2019-06-06;04:12:00;17:22:00;1984.0;14753.0;0.0;;388.0;3.0;15710;P (1-20);18.0;16.0
99;6;23;6;2019;06-2019;15690;388;PB-30000;1;Arrivee;1;07-05-2019 00:00:00;3.0;30010;BETTEMBOURG;29;1020;1;BETTEMBOURG/PERPIGNAN-ROUSSILLON;05-06-2019 22:00:00;06-06-2019 02:58:00;06-06-2019 04:12:00;06-06-2019 17:22:00;PPN-BTG;2019-06-06;;;;;;;;3.0;15710;P (1-20);18.0;16.0
100;7;23;6;2019;06-2019;15691;388;PB-30000;1;Arrivee;1;08-05-2019 00:00:00;3.0;30010;BETTEMBOURG;29;1020;1;BETTEMBOURG/PERPIGNAN-ROUSSILLON;06-06-2019 22:00:00;07-06-2019 02:58:00;07-06-2019 04:12:00;07-06-2019 17:22:00;PPN-BTG;2019-06-07;04:12:00;17:22:00;1985.0;14753.0;0.0;;388.0;3.0;15711;Rame Mixte 1 (1-20);16.0;39.0
101;7;23;6;2019;06-2019;15691;388;PB-30000;1;Arrivee;1;08-05-2019 00:00:00;3.0;30010;BETTEMBOURG;29;1020;1;BETTEMBOURG/PERPIGNAN-ROUSSILLON;06-06-2019 22:00:00;07-06-2019 02:58:00;07-06-2019 04:12:00;07-06-2019 17:22:00;PPN-BTG;2019-06-07;;;;;;;;3.0;15711;Rame Mixte 1 (1-20);16.0;39.0
102;4;23;6;2019;06-2019;15711;104;30002;1;Arrivee;1;05-05-2019 00:00:00;3.0;30022;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;04-06-2019 07:00:00;04-06-2019 08:19:00;04-06-2019 09:26:00;05-06-2019 00:24:00;LB-BTG;2019-06-04;09:26:00;00:24:00;1982.0;2124.0;0.0;;104.0;3.0;15731;13A (1-16) - 2C (0-0);0.0;0.0
103;4;23;6;2019;06-2019;15711;104;30002;1;Arrivee;1;05-05-2019 00:00:00;3.0;30022;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;04-06-2019 07:00:00;04-06-2019 08:19:00;04-06-2019 09:26:00;05-06-2019 00:24:00;LB-BTG;2019-06-04;;;;;;;;3.0;15731;13A (1-16) - 2C (0-0);0.0;0.0
104;5;23;6;2019;06-2019;15712;104;30002;1;Arrivee;1;06-05-2019 00:00:00;3.0;30022;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;05-06-2019 05:00:00;05-06-2019 08:19:00;05-06-2019 09:26:00;06-06-2019 00:24:00;LB-BTG;2019-06-05;09:26:00;00:24:00;1983.0;2124.0;0.0;;104.0;3.0;15732;1B (1-16) - 4A (1-16) - 7C (0-0);0.0;1.0
105;5;23;6;2019;06-2019;15712;104;30002;1;Arrivee;1;06-05-2019 00:00:00;3.0;30022;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;05-06-2019 05:00:00;05-06-2019 08:19:00;05-06-2019 09:26:00;06-06-2019 00:24:00;LB-BTG;2019-06-05;;;;;;;;3.0;15732;1B (1-16) - 4A (1-16) - 7C (0-0);0.0;1.0
106;6;23;6;2019;06-2019;15713;104;30002;1;Arrivee;1;07-05-2019 00:00:00;3.0;30022;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;06-06-2019 05:00:00;06-06-2019 08:19:00;06-06-2019 09:26:00;07-06-2019 00:24:00;LB-BTG;2019-06-06;09:26:00;00:24:00;1984.0;2124.0;0.0;;104.0;3.0;15733;13C (0-0) - 4b (1-16) - 5B (1-16);0.0;23.0
107;6;23;6;2019;06-2019;15713;104;30002;1;Arrivee;1;07-05-2019 00:00:00;3.0;30022;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;06-06-2019 05:00:00;06-06-2019 08:19:00;06-06-2019 09:26:00;07-06-2019 00:24:00;LB-BTG;2019-06-06;;;;;;;;3.0;15733;13C (0-0) - 4b (1-16) - 5B (1-16);0.0;23.0
108;7;23;6;2019;06-2019;15714;104;30002;1;Arrivee;1;08-05-2019 00:00:00;3.0;30022;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;07-06-2019 05:00:00;07-06-2019 08:19:00;07-06-2019 09:26:00;08-06-2019 00:24:00;LB-BTG;2019-06-07;09:26:00;00:24:00;1985.0;2124.0;0.0;;104.0;3.0;15734;13B (1-16) - 2A (1-16) - 2C (0-0);1.0;53.0
109;7;23;6;2019;06-2019;15714;104;30002;1;Arrivee;1;08-05-2019 00:00:00;3.0;30022;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;07-06-2019 05:00:00;07-06-2019 08:19:00;07-06-2019 09:26:00;08-06-2019 00:24:00;LB-BTG;2019-06-07;;;;;;;;3.0;15734;13B (1-16) - 2A (1-16) - 2C (0-0);1.0;53.0
110;2;22;6;2019;06-2019;15726;86;30004;1;Arrivee;1;03-05-2019 00:00:00;3.0;30034;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;02-06-2019 11:00:00;02-06-2019 13:01:00;02-06-2019 13:33:00;03-06-2019 05:20:00;LB-BTG;2019-06-02;13:33:00;05:20:00;1980.0;2125.0;0.0;;86.0;3.0;15746;2A (1-16) - 9A (1-16) - 9C (0-0);0.0;0.0
111;2;22;6;2019;06-2019;15726;86;30004;1;Arrivee;1;03-05-2019 00:00:00;3.0;30034;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;02-06-2019 11:00:00;02-06-2019 13:01:00;02-06-2019 13:33:00;03-06-2019 05:20:00;LB-BTG;2019-06-02;;;;;;;;3.0;15746;2A (1-16) - 9A (1-16) - 9C (0-0);0.0;0.0
112;6;23;6;2019;06-2019;15728;2;30004;1;Arrivee;1;07-05-2019 00:00:00;3.0;30004;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;06-06-2019 13:00:00;06-06-2019 15:00:00;06-06-2019 16:02:00;07-06-2019 06:29:00;LB-BTG;2019-06-06;;;;;;;;3.0;15748;5C (0-0) - 9B (1-16);1.0;22.0
113;1;22;6;2019;06-2019;15757;71;30006;1;Arrivee;1;02-05-2019 00:00:00;3.0;30056;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;01-06-2019 18:00:00;01-06-2019 20:23:00;01-06-2019 20:48:00;02-06-2019 12:54:00;LB-BTG;2019-06-01;20:48:00;12:54:00;1979.0;2126.0;1.0;;71.0;3.0;15777;1A (1-16) - 5C (0-0) - 6A (1-16);0.0;199.0
114;1;22;6;2019;06-2019;15757;71;30006;1;Arrivee;1;02-05-2019 00:00:00;3.0;30056;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;01-06-2019 18:00:00;01-06-2019 20:23:00;01-06-2019 20:48:00;02-06-2019 12:54:00;LB-BTG;2019-06-01;;;;;;;;3.0;15777;1A (1-16) - 5C (0-0) - 6A (1-16);0.0;199.0
115;3;22;6;2019;06-2019;15758;108;30006;1;Arrivee;1;04-05-2019 00:00:00;3.0;30086;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;03-06-2019 17:00:00;03-06-2019 19:10:00;03-06-2019 19:35:00;04-06-2019 10:50:00;LB-BTG;2019-06-03;;;;;;;;3.0;15778;4b (1-16) - 5B (1-16) - 8C (0-0);0.0;1.0
116;4;23;6;2019;06-2019;15759;108;30006;1;Arrivee;1;05-05-2019 00:00:00;3.0;30086;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;04-06-2019 17:00:00;04-06-2019 19:10:00;04-06-2019 19:35:00;05-06-2019 10:50:00;LB-BTG;2019-06-04;;;;;;;;3.0;15779;12A (1-16) - 2A (1-16) - 3C (0-0);0.0;58.0
117;5;23;6;2019;06-2019;15760;108;30006;1;Arrivee;1;06-05-2019 00:00:00;3.0;30086;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;05-06-2019 17:00:00;05-06-2019 19:10:00;05-06-2019 19:35:00;06-06-2019 10:50:00;LB-BTG;2019-06-05;;;;;;;;3.0;15780;1A (1-16) - 6A (1-16) - 9C (0-0);0.0;0.0
118;6;23;6;2019;06-2019;15761;108;30006;1;Arrivee;1;07-05-2019 00:00:00;3.0;30086;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;06-06-2019 17:00:00;06-06-2019 19:10:00;06-06-2019 19:35:00;07-06-2019 10:50:00;LB-BTG;2019-06-06;;;;;;;;3.0;15781;12A (1-16) - 8C (0-0);1.0;33.0
119;7;23;6;2019;06-2019;15762;108;30006;1;Arrivee;1;08-05-2019 00:00:00;3.0;30086;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;07-06-2019 17:00:00;07-06-2019 19:10:00;07-06-2019 19:35:00;08-06-2019 10:45:00;LB-BTG;2019-06-07;19:35:00;10:45:00;1985.0;2126.0;0.0;;108.0;3.0;15782;13A (1-16) - 1B (1-16) - 20A (0-0);0.0;0.0
120;7;23;6;2019;06-2019;15762;108;30006;1;Arrivee;1;08-05-2019 00:00:00;3.0;30086;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;07-06-2019 17:00:00;07-06-2019 19:10:00;07-06-2019 19:35:00;08-06-2019 10:45:00;LB-BTG;2019-06-07;;;;;;;;3.0;15782;13A (1-16) - 1B (1-16) - 20A (0-0);0.0;0.0
121;8;23;6;2019;06-2019;15763;108;30006;1;Arrivee;1;09-05-2019 00:00:00;3.0;30086;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;08-06-2019 17:00:00;08-06-2019 19:10:00;08-06-2019 19:35:00;09-06-2019 10:50:00;LB-BTG;2019-06-08;;;;;;;;3.0;15783;3C (0-0) - 9A (1-16) - 9B (1-16);0.0;0.0
122;2;22;6;2019;06-2019;15786;54;30103;1;Arrivee;1;03-05-2019 00:00:00;3.0;30123;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;02-06-2019 06:00:00;02-06-2019 05:30:00;02-06-2019 09:02:00;02-06-2019 23:30:00;BTG-LB;2019-06-02;;;;;;;;3.0;15806;13A (1-16) - 2C (0-0) - 5B (1-16);15.0;0.0
123;4;23;6;2019;06-2019;15787;256;30103;1;Arrivee;1;05-05-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;04-06-2019 02:00:00;04-06-2019 02:40:00;04-06-2019 06:12:00;04-06-2019 21:47:00;BTG-LB;2019-06-04;06:12:00;21:47:00;1982.0;2128.0;1.0;;256.0;3.0;15807;13C (0-0) - M (1-18);26.0;0.0
124;4;23;6;2019;06-2019;15787;256;30103;1;Arrivee;1;05-05-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;04-06-2019 02:00:00;04-06-2019 02:40:00;04-06-2019 06:12:00;04-06-2019 21:47:00;BTG-LB;2019-06-04;;;;;;;;3.0;15807;13C (0-0) - M (1-18);26.0;0.0
125;5;23;6;2019;06-2019;15788;256;30103;1;Arrivee;1;06-05-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;05-06-2019 02:00:00;05-06-2019 02:40:00;05-06-2019 06:12:00;05-06-2019 21:47:00;BTG-LB;2019-06-05;06:12:00;21:47:00;1983.0;2128.0;1.0;;256.0;3.0;15808;4b (1-16) - 5B (1-16) - 8C (0-0);25.0;0.0
126;5;23;6;2019;06-2019;15788;256;30103;1;Arrivee;1;06-05-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;05-06-2019 02:00:00;05-06-2019 02:40:00;05-06-2019 06:12:00;05-06-2019 21:47:00;BTG-LB;2019-06-05;;;;;;;;3.0;15808;4b (1-16) - 5B (1-16) - 8C (0-0);25.0;0.0
127;6;23;6;2019;06-2019;15789;256;30103;1;Arrivee;1;07-05-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;06-06-2019 02:00:00;06-06-2019 02:40:00;06-06-2019 06:12:00;06-06-2019 21:47:00;BTG-LB;2019-06-06;06:12:00;21:47:00;1984.0;2128.0;1.0;;256.0;3.0;15809;13B (1-16) - 2A (1-16) - 7C (0-0);27.0;4.0
128;6;23;6;2019;06-2019;15789;256;30103;1;Arrivee;1;07-05-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;06-06-2019 02:00:00;06-06-2019 02:40:00;06-06-2019 06:12:00;06-06-2019 21:47:00;BTG-LB;2019-06-06;;;;;;;;3.0;15809;13B (1-16) - 2A (1-16) - 7C (0-0);27.0;4.0
129;7;23;6;2019;06-2019;15790;256;30103;1;Arrivee;1;08-05-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;07-06-2019 02:00:00;07-06-2019 02:40:00;07-06-2019 06:12:00;07-06-2019 21:47:00;BTG-LB;2019-06-07;06:12:00;21:47:00;1985.0;2128.0;1.0;;256.0;3.0;15810;1A (1-16) - 6A (1-16) - 9C (0-0);21.0;0.0
130;7;23;6;2019;06-2019;15790;256;30103;1;Arrivee;1;08-05-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;07-06-2019 02:00:00;07-06-2019 02:40:00;07-06-2019 06:12:00;07-06-2019 21:47:00;BTG-LB;2019-06-07;;;;;;;;3.0;15810;1A (1-16) - 6A (1-16) - 9C (0-0);21.0;0.0
131;1;22;6;2019;06-2019;15815;6;30105;1;Arrivee;1;02-05-2019 00:00:00;3.0;30105;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-06-2019 12:00:00;01-06-2019 15:06:00;01-06-2019 16:03:00;02-06-2019 07:13:00;BTG-LB;2019-06-01;16:03:00;07:13:00;1979.0;2129.0;0.0;;6.0;3.0;15835;2A (1-16) - 4b (1-16) - 7C (0-0);0.0;89.0
132;1;22;6;2019;06-2019;15815;6;30105;1;Arrivee;1;02-05-2019 00:00:00;3.0;30105;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-06-2019 12:00:00;01-06-2019 15:06:00;01-06-2019 16:03:00;02-06-2019 07:13:00;BTG-LB;2019-06-01;;;;;;;;3.0;15835;2A (1-16) - 4b (1-16) - 7C (0-0);0.0;89.0
133;4;23;6;2019;06-2019;15816;57;30105;1;Arrivee;1;05-05-2019 00:00:00;3.0;30115;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;04-06-2019 12:00:00;04-06-2019 14:45:00;04-06-2019 15:42:00;05-06-2019 07:42:00;BTG-LB;2019-06-04;;;;;;;;3.0;15836;1A (1-16) - 5C (0-0) - 6A (1-16);55.0;52.0
134;5;23;6;2019;06-2019;15817;57;30105;1;Arrivee;1;06-05-2019 00:00:00;3.0;30115;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;05-06-2019 12:00:00;05-06-2019 14:45:00;05-06-2019 15:42:00;06-06-2019 07:42:00;BTG-LB;2019-06-05;;;;;;;;3.0;15837;13A (1-16) - 2C (0-0);120.0;275.0
135;6;23;6;2019;06-2019;15818;57;30105;1;Arrivee;1;07-05-2019 00:00:00;3.0;30115;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;06-06-2019 12:00:00;06-06-2019 14:45:00;06-06-2019 15:42:00;07-06-2019 07:42:00;BTG-LB;2019-06-06;;;;;;;;3.0;15838;1B (1-16) - 20A (0-0);68.0;0.0
